age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
36,technician,single,secondary,no,539,yes,no,cellular,27,aug,398,2,477,1,failure,yes
29,technician,single,secondary,no,590,no,no,cellular,27,aug,81,1,94,1,success,yes
43,technician,divorced,secondary,no,1612,no,no,cellular,28,aug,119,2,95,3,success,no
31,blue-collar,single,primary,no,660,yes,no,cellular,28,aug,207,3,478,2,failure,no
32,admin.,married,secondary,no,31,no,no,cellular,28,aug,125,2,95,1,failure,no
36,admin.,divorced,tertiary,no,289,yes,yes,cellular,28,aug,67,3,280,4,failure,no
34,technician,single,secondary,no,2583,no,no,cellular,28,aug,64,1,95,2,failure,no
42,admin.,married,secondary,no,1535,yes,no,cellular,28,aug,121,1,108,2,failure,no
32,management,married,tertiary,no,937,no,no,cellular,28,aug,90,1,94,2,failure,no
34,technician,single,tertiary,no,612,no,no,cellular,28,aug,81,1,95,1,failure,no
39,management,married,tertiary,no,93,yes,no,cellular,28,aug,65,1,95,5,failure,no
34,blue-collar,married,secondary,no,1464,yes,no,cellular,28,aug,207,3,130,5,other,yes
35,technician,single,tertiary,no,7546,yes,no,cellular,28,aug,255,1,88,2,other,no
30,management,married,tertiary,no,7,yes,no,cellular,28,aug,173,1,164,4,other,yes
28,management,single,tertiary,no,207,no,no,cellular,28,aug,129,1,94,4,failure,no
32,technician,married,tertiary,no,636,yes,no,cellular,28,aug,370,1,116,4,success,yes
55,admin.,divorced,secondary,no,1872,no,no,cellular,28,aug,155,2,93,8,failure,yes
36,management,single,tertiary,no,490,no,no,cellular,28,aug,207,8,98,1,failure,yes
34,blue-collar,married,secondary,no,0,yes,no,cellular,31,aug,79,5,110,7,failure,no
34,management,single,tertiary,no,747,no,no,cellular,31,aug,72,2,98,1,failure,no
33,technician,single,tertiary,no,2340,no,no,cellular,31,aug,65,5,97,3,failure,no
34,self-employed,married,tertiary,no,980,no,no,cellular,31,aug,69,2,54,4,failure,no
36,unemployed,single,tertiary,no,953,yes,no,cellular,31,aug,102,2,101,3,failure,no
27,student,single,tertiary,no,118,no,no,cellular,31,aug,160,3,98,1,failure,yes
45,management,married,tertiary,no,4119,yes,yes,telephone,31,aug,473,2,283,1,success,yes
41,management,married,tertiary,no,285,yes,no,cellular,31,aug,90,4,147,4,failure,no
55,management,married,tertiary,no,2960,yes,no,cellular,31,aug,81,1,98,11,other,no
52,blue-collar,married,secondary,no,2087,yes,no,cellular,31,aug,267,1,474,1,failure,yes
53,management,divorced,tertiary,no,6649,yes,no,cellular,31,aug,106,1,55,1,failure,no
49,management,single,tertiary,no,5689,no,no,cellular,31,aug,470,1,97,3,failure,yes
37,unemployed,married,tertiary,no,7620,no,no,telephone,31,aug,164,3,98,3,failure,no
30,blue-collar,married,primary,no,201,yes,no,cellular,31,aug,219,1,157,12,failure,yes
23,student,single,secondary,no,922,no,no,cellular,1,sep,81,5,99,3,other,no
74,retired,married,primary,no,2894,no,no,telephone,1,sep,97,5,204,2,other,no
39,management,married,tertiary,no,119,yes,no,cellular,1,sep,265,2,476,4,success,yes
48,management,divorced,tertiary,no,17964,yes,no,cellular,1,sep,120,1,98,5,success,yes
51,management,married,tertiary,no,2635,no,no,cellular,1,sep,181,1,98,2,failure,yes
35,technician,single,secondary,no,183,no,no,cellular,1,sep,516,2,130,2,failure,no
48,technician,married,secondary,no,568,yes,no,cellular,2,sep,378,2,386,1,success,yes
34,services,single,secondary,no,528,yes,no,cellular,2,sep,121,3,100,5,other,yes
38,management,married,tertiary,no,1198,yes,no,cellular,3,sep,91,3,213,1,failure,no
44,admin.,married,secondary,no,764,yes,no,cellular,3,sep,232,1,213,1,failure,no
32,management,married,tertiary,no,1270,no,no,cellular,3,sep,420,1,15,3,success,no
46,admin.,married,tertiary,no,2552,no,no,cellular,3,sep,260,1,94,8,success,yes
71,retired,married,tertiary,no,653,no,no,telephone,3,sep,471,1,189,1,success,yes
44,technician,single,tertiary,no,2033,no,no,cellular,3,sep,444,1,99,1,failure,yes
37,admin.,single,secondary,no,0,yes,yes,cellular,3,sep,144,2,463,6,failure,no
36,management,married,tertiary,no,86,yes,no,cellular,3,sep,104,1,380,3,failure,no
31,self-employed,single,tertiary,no,3343,no,no,cellular,3,sep,365,1,94,1,success,yes
32,admin.,married,secondary,no,995,no,no,cellular,3,sep,331,1,99,2,other,yes
51,management,married,tertiary,no,994,no,no,cellular,3,sep,268,1,98,3,failure,no
27,admin.,single,tertiary,no,313,no,yes,cellular,3,sep,167,1,93,3,success,no
45,housemaid,married,tertiary,no,40,yes,no,cellular,3,sep,81,1,213,1,failure,no
40,unemployed,single,tertiary,no,7968,no,no,cellular,3,sep,733,1,93,1,success,yes
55,management,married,primary,no,2587,no,no,cellular,4,sep,328,2,94,2,success,yes
35,technician,married,secondary,no,2789,yes,no,cellular,4,sep,256,2,94,1,failure,no
57,management,divorced,tertiary,no,6468,yes,no,cellular,4,sep,730,1,157,4,failure,yes
52,technician,married,secondary,no,1423,no,no,telephone,4,sep,384,1,91,1,other,no
26,management,single,tertiary,no,9447,no,no,cellular,4,sep,113,1,100,2,other,no
31,technician,single,tertiary,no,882,no,no,cellular,4,sep,293,1,93,1,success,yes
26,technician,single,secondary,no,1231,yes,no,cellular,4,sep,230,1,93,7,success,yes
30,admin.,single,secondary,no,2568,no,no,cellular,4,sep,563,1,100,4,other,yes
35,management,single,tertiary,no,80,no,no,cellular,4,sep,434,2,94,1,other,yes
32,management,married,tertiary,no,2667,yes,no,cellular,4,sep,171,2,186,2,failure,no
48,management,married,primary,no,606,no,no,cellular,7,sep,589,3,186,6,failure,no
36,technician,married,tertiary,no,1354,no,no,cellular,7,sep,281,3,97,2,success,yes
55,admin.,married,secondary,no,602,no,no,cellular,7,sep,350,1,98,5,success,yes
33,technician,married,secondary,no,2147,no,no,cellular,7,sep,669,1,94,1,other,no
33,management,married,tertiary,no,1390,no,no,cellular,7,sep,92,1,84,4,failure,no
24,admin.,single,tertiary,no,0,yes,no,cellular,7,sep,89,1,103,2,success,no
52,technician,married,secondary,no,0,yes,no,cellular,7,sep,211,1,294,1,failure,yes
53,housemaid,married,secondary,no,1182,yes,no,cellular,7,sep,82,1,293,1,failure,no
36,services,married,secondary,no,52,yes,no,cellular,7,sep,351,1,95,6,success,yes
31,management,single,tertiary,no,924,no,no,cellular,7,sep,231,1,94,3,success,yes
45,management,single,tertiary,no,1411,no,no,cellular,7,sep,800,2,102,3,failure,yes
35,self-employed,single,tertiary,no,44,no,no,cellular,7,sep,310,2,96,2,other,no
57,management,married,primary,no,772,yes,no,telephone,8,sep,201,1,292,1,failure,no
50,admin.,married,tertiary,no,6574,no,no,cellular,8,sep,495,1,92,3,success,yes
31,management,married,tertiary,no,155,yes,no,cellular,8,sep,214,1,99,1,failure,no
43,blue-collar,married,secondary,no,2160,no,no,cellular,8,sep,261,1,98,1,success,yes
33,self-employed,married,secondary,no,409,no,no,cellular,8,sep,165,1,97,4,success,yes
25,admin.,single,secondary,no,1871,no,no,cellular,8,sep,260,1,96,1,success,yes
32,management,single,tertiary,no,2915,no,no,cellular,8,sep,519,1,131,2,failure,yes
28,management,single,secondary,no,1633,no,no,cellular,8,sep,233,1,95,1,success,no
39,technician,married,secondary,no,1587,yes,no,cellular,8,sep,108,2,98,3,success,yes
58,management,married,tertiary,no,1227,no,no,cellular,8,sep,400,2,95,1,success,yes
37,blue-collar,married,secondary,no,4321,no,no,cellular,8,sep,421,2,95,1,success,no
79,retired,married,secondary,no,723,no,no,telephone,9,sep,276,1,79,3,failure,yes
40,admin.,married,secondary,no,732,no,no,cellular,9,sep,71,1,139,4,success,no
30,management,single,tertiary,no,147,no,no,cellular,9,sep,234,1,100,1,failure,yes
50,blue-collar,married,primary,no,3764,no,no,telephone,9,sep,214,2,99,4,failure,yes
35,technician,married,secondary,no,114,yes,yes,cellular,9,sep,105,3,97,4,failure,no
31,management,single,tertiary,no,12569,no,no,cellular,9,sep,344,1,295,1,failure,yes
45,admin.,married,secondary,no,129,yes,no,cellular,9,sep,307,2,191,1,failure,no
34,management,married,tertiary,no,158,no,no,cellular,9,sep,278,2,132,4,failure,yes
28,admin.,single,secondary,no,261,yes,yes,cellular,9,sep,259,2,98,4,success,yes
32,blue-collar,married,secondary,no,889,yes,no,cellular,10,sep,185,1,99,5,success,yes
23,student,single,primary,no,1235,no,no,cellular,11,sep,122,2,91,3,failure,no
58,housemaid,married,primary,no,4605,no,no,cellular,11,sep,339,1,38,1,failure,no
27,student,single,tertiary,no,-148,yes,no,cellular,11,sep,146,3,224,1,other,no
61,retired,married,secondary,no,5207,no,no,cellular,11,sep,336,1,81,2,other,no
36,management,married,tertiary,no,495,no,no,cellular,11,sep,91,1,37,5,success,yes
63,retired,married,secondary,no,2747,no,no,cellular,11,sep,113,1,80,1,failure,no
46,blue-collar,married,secondary,no,640,yes,no,cellular,11,sep,108,2,129,2,failure,yes
28,blue-collar,single,secondary,no,322,no,no,telephone,11,sep,240,2,95,3,other,yes
46,management,married,tertiary,no,7331,no,no,cellular,11,sep,658,4,95,2,other,yes
28,management,married,secondary,no,3,yes,no,cellular,14,sep,112,2,24,2,other,no
47,technician,divorced,secondary,no,1013,no,no,cellular,15,sep,170,1,92,3,failure,yes
48,management,married,tertiary,no,2351,no,no,cellular,15,sep,150,1,105,3,success,yes
46,management,married,tertiary,no,273,yes,no,cellular,15,sep,1962,1,105,3,failure,yes
57,blue-collar,married,primary,no,3109,no,no,cellular,15,sep,107,2,105,2,success,yes
50,housemaid,married,secondary,no,388,no,no,cellular,15,sep,173,2,99,4,failure,yes
34,blue-collar,married,secondary,no,262,no,no,cellular,15,sep,89,2,106,1,success,yes
31,student,single,tertiary,no,64,no,no,cellular,15,sep,208,1,105,2,success,no
32,technician,single,tertiary,no,1855,no,no,cellular,15,sep,126,2,134,1,other,yes
50,management,divorced,tertiary,no,810,no,no,cellular,15,sep,91,1,103,3,success,yes
54,unemployed,divorced,secondary,no,1664,no,no,cellular,15,sep,106,1,105,3,success,yes
48,management,married,tertiary,no,2,no,no,cellular,15,sep,103,1,91,2,failure,no
26,management,single,tertiary,no,362,no,no,cellular,15,sep,925,1,104,2,success,yes
33,management,married,tertiary,no,1323,no,no,cellular,15,sep,109,2,106,1,success,no
50,management,married,tertiary,no,1612,no,no,cellular,15,sep,188,1,92,4,success,no
40,technician,married,tertiary,no,1293,no,no,cellular,16,sep,1702,3,105,2,success,yes
31,management,single,tertiary,no,3384,no,no,cellular,16,sep,153,1,104,2,success,yes
29,management,single,tertiary,no,874,yes,no,cellular,16,sep,152,1,103,1,success,yes
40,technician,married,secondary,no,1819,no,no,cellular,16,sep,169,1,103,2,failure,no
34,management,single,tertiary,no,417,yes,no,cellular,16,sep,99,2,135,3,failure,no
25,management,single,tertiary,no,553,yes,no,cellular,17,sep,113,4,479,1,failure,no
25,management,single,tertiary,no,808,no,no,cellular,18,sep,267,2,114,2,failure,yes
70,retired,married,tertiary,no,44,no,no,cellular,18,sep,1104,2,88,2,other,yes
59,technician,married,tertiary,no,883,no,no,cellular,18,sep,1551,1,31,3,failure,no
83,retired,married,primary,no,425,no,no,telephone,22,sep,773,1,92,2,success,yes
43,management,divorced,tertiary,no,2367,no,no,cellular,22,sep,83,1,113,3,success,yes
46,management,single,secondary,no,5993,no,no,cellular,22,sep,159,1,112,1,failure,no
45,blue-collar,married,secondary,no,10252,no,no,cellular,22,sep,173,1,141,2,success,yes
37,admin.,single,tertiary,no,1000,yes,no,cellular,22,sep,239,1,99,2,success,yes
27,management,single,tertiary,no,20585,no,no,cellular,23,sep,299,1,100,1,success,yes
32,management,divorced,tertiary,no,530,yes,no,cellular,24,sep,91,1,114,2,failure,no
37,management,married,tertiary,no,539,no,no,cellular,25,sep,168,2,45,1,failure,no
39,admin.,married,secondary,no,150,no,no,cellular,25,sep,55,1,46,7,other,no
79,retired,married,secondary,no,909,no,no,cellular,25,sep,114,1,95,1,other,no
65,retired,married,secondary,no,1176,no,no,cellular,25,sep,64,1,50,2,failure,no
23,technician,single,secondary,no,4545,no,no,cellular,25,sep,242,1,114,1,failure,no
20,student,single,secondary,no,1191,no,no,cellular,28,sep,500,2,228,1,failure,no
28,student,single,tertiary,no,0,no,no,cellular,28,sep,294,2,105,7,other,yes
57,management,married,tertiary,no,10583,no,no,cellular,28,sep,341,3,98,3,success,yes
29,admin.,single,tertiary,no,14,no,no,cellular,29,sep,87,1,120,1,failure,no
34,management,married,tertiary,no,16,yes,no,telephone,29,sep,316,1,119,1,other,yes
50,technician,divorced,secondary,no,0,no,no,cellular,29,sep,159,1,120,2,failure,yes
36,admin.,married,tertiary,no,1145,yes,no,cellular,29,sep,75,1,239,2,failure,no
41,technician,married,secondary,no,2152,no,no,cellular,30,sep,134,1,121,1,other,no
40,blue-collar,married,secondary,no,1451,no,no,cellular,30,sep,117,1,121,1,success,yes
45,housemaid,married,secondary,no,4068,no,no,cellular,30,sep,314,1,41,1,success,no
53,admin.,married,secondary,no,109,no,no,telephone,30,sep,431,1,120,1,success,no
35,management,married,tertiary,no,611,no,no,cellular,1,oct,305,2,121,1,success,yes
35,management,married,tertiary,no,2088,yes,no,cellular,1,oct,86,1,50,4,failure,no
26,student,single,secondary,no,132,no,no,cellular,1,oct,194,1,119,1,success,yes
41,management,divorced,tertiary,no,3426,no,no,cellular,1,oct,302,1,119,5,success,no
36,technician,married,tertiary,no,202,no,no,cellular,1,oct,237,1,122,2,failure,no
48,management,married,tertiary,no,3842,no,no,cellular,1,oct,168,1,122,2,success,no
54,management,single,tertiary,no,2081,no,no,cellular,1,oct,395,2,108,1,failure,no
34,housemaid,single,secondary,no,1363,no,no,telephone,1,oct,258,1,93,1,failure,no
41,admin.,married,secondary,no,158,yes,no,cellular,1,oct,250,2,120,4,other,no
59,management,married,tertiary,no,4152,yes,no,cellular,1,oct,67,6,141,13,failure,no
44,blue-collar,married,secondary,no,1495,yes,no,cellular,1,oct,82,1,142,1,failure,no
37,management,single,tertiary,no,1027,yes,no,cellular,1,oct,137,1,119,1,failure,yes
28,management,single,tertiary,no,6784,no,no,cellular,1,oct,502,1,115,3,other,yes
54,management,married,tertiary,no,1464,no,no,cellular,2,oct,194,2,94,1,success,yes
54,management,married,tertiary,no,8295,no,no,cellular,2,oct,849,2,119,1,success,yes
26,management,single,tertiary,no,170,no,no,cellular,2,oct,160,2,109,1,success,no
24,student,single,secondary,no,4126,no,no,cellular,2,oct,83,5,191,2,success,no
34,entrepreneur,single,secondary,no,318,yes,no,cellular,6,oct,88,1,169,3,failure,no
34,technician,married,tertiary,no,0,no,no,cellular,6,oct,89,1,133,1,failure,no
57,retired,married,secondary,no,415,no,no,cellular,6,oct,408,1,410,2,failure,no
26,admin.,single,secondary,no,125,no,no,cellular,6,oct,63,1,63,7,failure,no
19,student,single,secondary,no,55,no,no,telephone,6,oct,89,2,193,1,other,no
37,blue-collar,married,secondary,no,604,yes,no,cellular,7,oct,371,1,495,1,failure,yes
33,management,single,tertiary,no,5437,no,no,cellular,7,oct,201,1,58,3,failure,yes
37,admin.,married,secondary,no,2061,yes,yes,cellular,7,oct,867,2,107,4,success,no
25,admin.,single,tertiary,no,1185,no,no,cellular,7,oct,290,1,114,1,failure,yes
30,admin.,single,secondary,no,873,no,no,cellular,7,oct,301,1,216,2,failure,no
31,management,single,tertiary,no,9629,no,no,cellular,7,oct,180,2,96,2,failure,no
29,technician,single,tertiary,no,172,yes,yes,cellular,7,oct,271,2,187,16,failure,no
24,blue-collar,single,secondary,no,1857,yes,no,cellular,8,oct,147,1,92,5,other,yes
55,unemployed,married,secondary,no,377,no,no,cellular,8,oct,403,1,183,1,success,no
38,services,divorced,secondary,no,53,no,no,cellular,8,oct,78,1,58,1,other,no
61,housemaid,married,tertiary,no,1389,no,no,cellular,8,oct,92,3,183,1,failure,no
36,technician,married,tertiary,no,4596,yes,no,cellular,8,oct,234,2,175,2,success,yes
58,retired,married,primary,no,565,no,no,telephone,8,oct,153,1,93,1,success,yes
33,management,single,tertiary,no,1781,no,no,cellular,8,oct,611,2,183,1,success,yes
27,admin.,married,secondary,no,3415,no,no,cellular,9,oct,266,3,184,1,success,yes
60,admin.,divorced,secondary,no,12039,no,no,telephone,12,oct,261,1,187,1,success,yes
32,management,single,tertiary,no,2983,yes,no,cellular,12,oct,268,1,102,1,failure,no
56,unemployed,married,secondary,no,12,no,no,cellular,12,oct,511,3,187,1,failure,yes
83,retired,married,tertiary,no,6236,no,no,cellular,12,oct,766,1,62,3,failure,no
56,blue-collar,married,primary,no,1137,no,no,telephone,12,oct,99,3,102,1,success,no
45,blue-collar,married,secondary,no,6879,no,no,cellular,12,oct,99,1,131,1,other,no
30,technician,single,tertiary,no,1646,no,no,cellular,12,oct,251,3,98,6,other,no
55,admin.,married,secondary,no,9329,no,no,cellular,13,oct,135,1,113,2,failure,no
55,entrepreneur,divorced,secondary,no,538,yes,no,cellular,13,oct,306,1,67,2,success,no
59,unemployed,married,secondary,no,0,no,no,cellular,13,oct,78,1,216,1,failure,no
46,entrepreneur,divorced,secondary,no,1187,no,yes,cellular,13,oct,92,1,327,1,failure,no
39,technician,divorced,secondary,no,385,no,no,cellular,13,oct,242,1,48,2,failure,yes
31,self-employed,married,secondary,no,581,yes,no,cellular,13,oct,845,1,152,6,failure,no
28,blue-collar,single,secondary,no,2806,no,no,cellular,13,oct,285,1,120,1,other,no
48,technician,single,secondary,no,1245,no,no,cellular,13,oct,169,1,134,1,other,no
35,management,single,tertiary,no,2646,no,no,cellular,13,oct,221,1,182,1,success,yes
61,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,oct,210,1,182,2,success,yes
49,admin.,married,secondary,no,197,yes,no,cellular,13,oct,404,1,68,1,other,no
43,management,married,tertiary,no,1188,no,no,cellular,13,oct,1573,2,139,2,failure,no
62,retired,married,secondary,no,1495,no,no,cellular,13,oct,896,1,57,2,success,yes
36,admin.,divorced,secondary,no,592,no,no,cellular,13,oct,204,2,99,5,failure,yes
32,technician,married,tertiary,no,2688,no,no,cellular,14,oct,216,1,57,1,failure,yes
63,retired,married,primary,no,1084,no,no,cellular,14,oct,201,1,183,1,success,no
23,student,single,secondary,no,107,no,no,cellular,14,oct,84,1,183,1,success,yes
46,management,married,tertiary,no,37378,yes,no,cellular,14,oct,146,1,518,1,failure,no
38,technician,married,tertiary,no,127,yes,no,cellular,14,oct,113,1,50,2,success,no
34,technician,single,tertiary,no,144,yes,yes,cellular,14,oct,104,1,85,19,failure,no
35,self-employed,married,tertiary,no,1178,yes,yes,cellular,14,oct,727,3,182,2,other,no
58,technician,married,primary,no,4198,no,no,cellular,15,oct,441,5,246,5,failure,yes
30,admin.,married,secondary,no,0,no,no,cellular,15,oct,86,1,140,3,failure,no
40,self-employed,married,tertiary,no,13669,no,no,cellular,15,oct,138,1,136,8,other,no
34,admin.,married,tertiary,no,35,yes,no,cellular,15,oct,76,1,69,2,failure,no
47,technician,married,secondary,no,2149,yes,no,cellular,15,oct,241,1,183,2,success,no
30,management,single,tertiary,no,536,no,no,cellular,15,oct,244,1,105,1,success,yes
19,student,single,primary,no,103,no,no,cellular,15,oct,96,2,97,2,success,no
54,blue-collar,married,primary,no,1311,no,no,telephone,15,oct,485,3,184,3,failure,yes
62,housemaid,married,tertiary,no,1528,no,no,cellular,15,oct,134,2,184,1,success,yes
43,services,married,primary,no,2557,yes,no,telephone,15,oct,166,3,183,5,success,yes
40,unemployed,single,tertiary,no,79,no,no,cellular,15,oct,570,1,135,1,failure,yes
57,management,married,tertiary,no,1318,no,no,cellular,16,oct,115,1,185,2,failure,yes
75,retired,married,secondary,no,3771,no,no,telephone,16,oct,186,1,183,1,failure,yes
77,retired,married,tertiary,no,0,no,no,cellular,16,oct,847,1,60,1,success,yes
31,management,married,tertiary,no,6138,no,no,cellular,16,oct,154,2,119,5,failure,yes
50,management,married,tertiary,no,469,no,no,cellular,16,oct,170,1,183,1,success,yes
72,retired,married,secondary,no,2850,no,no,cellular,16,oct,131,2,241,1,success,no
31,admin.,single,secondary,no,523,no,yes,cellular,16,oct,141,1,126,4,failure,no
65,retired,married,primary,no,493,no,no,cellular,16,oct,622,1,182,1,failure,no
33,management,single,tertiary,no,8514,no,no,cellular,16,oct,165,1,57,1,failure,no
40,technician,married,secondary,no,2266,no,no,cellular,16,oct,447,1,147,5,failure,yes
44,technician,single,tertiary,no,643,no,no,cellular,16,oct,324,1,143,3,failure,yes
45,blue-collar,single,secondary,no,0,yes,no,cellular,16,oct,283,1,165,3,failure,no
62,retired,married,primary,no,1515,yes,no,cellular,19,oct,131,1,187,2,failure,no
76,housemaid,divorced,primary,no,1411,no,no,telephone,19,oct,233,2,187,3,success,yes
30,admin.,single,tertiary,no,261,no,no,cellular,19,oct,233,1,137,20,failure,no
60,management,married,secondary,no,0,no,no,telephone,19,oct,1745,3,62,3,failure,no
61,admin.,married,secondary,no,1541,no,no,cellular,20,oct,59,1,104,3,failure,no
31,unemployed,single,secondary,no,8304,no,no,cellular,20,oct,164,1,183,1,failure,no
39,management,married,tertiary,no,1802,no,no,cellular,20,oct,92,1,336,1,failure,no
22,student,single,primary,no,3472,no,no,cellular,20,oct,332,1,183,3,failure,yes
39,technician,married,tertiary,no,206,no,no,cellular,20,oct,148,2,195,2,success,yes
37,management,single,tertiary,no,0,no,no,cellular,20,oct,107,1,258,3,other,no
43,technician,married,secondary,no,69,yes,yes,cellular,20,oct,304,1,337,1,failure,no
65,retired,married,secondary,no,571,yes,no,cellular,20,oct,349,1,183,2,success,yes
54,technician,married,secondary,no,3994,no,yes,cellular,20,oct,595,2,187,2,success,yes
28,management,single,tertiary,no,80,no,no,cellular,20,oct,676,2,146,2,failure,yes
61,management,married,tertiary,no,267,no,no,cellular,21,oct,192,3,184,1,success,yes
53,housemaid,married,primary,no,2581,no,no,cellular,21,oct,828,1,189,1,failure,yes
38,blue-collar,divorced,secondary,no,0,yes,no,cellular,21,oct,576,1,183,4,success,yes
69,retired,married,tertiary,no,473,no,no,cellular,21,oct,110,1,106,2,failure,no
53,management,divorced,tertiary,no,3370,no,no,cellular,21,oct,180,1,334,3,other,no
27,student,single,tertiary,no,1134,no,no,cellular,21,oct,825,1,183,4,success,yes
55,unemployed,divorced,secondary,no,309,no,no,cellular,21,oct,467,2,184,1,success,yes
33,management,single,tertiary,no,6807,no,no,cellular,21,oct,512,2,184,1,success,yes
33,self-employed,single,tertiary,no,658,yes,no,cellular,21,oct,307,1,208,1,success,yes
35,technician,single,secondary,no,70,yes,no,cellular,21,oct,197,2,188,2,other,no
33,admin.,married,tertiary,no,79,yes,no,cellular,22,oct,249,2,335,2,failure,yes
30,technician,single,tertiary,no,411,no,no,cellular,22,oct,127,3,149,2,failure,yes
68,retired,single,tertiary,no,2144,no,no,cellular,22,oct,277,1,184,2,success,yes
42,admin.,divorced,secondary,no,527,no,yes,cellular,22,oct,181,1,185,1,success,yes
41,technician,single,tertiary,no,431,no,no,cellular,22,oct,133,1,107,2,success,yes
35,management,single,tertiary,no,1750,yes,no,cellular,22,oct,422,1,175,4,success,no
29,self-employed,married,secondary,no,123,no,yes,cellular,22,oct,247,1,184,3,success,yes
27,blue-collar,single,secondary,no,3792,no,no,cellular,22,oct,504,1,183,2,success,yes
82,retired,married,primary,no,8603,no,no,cellular,22,oct,306,3,107,1,success,yes
29,technician,single,tertiary,no,2178,no,no,cellular,22,oct,260,2,139,1,other,yes
55,services,married,secondary,no,0,no,no,cellular,22,oct,102,1,106,1,failure,no
76,retired,married,tertiary,no,2991,no,no,cellular,22,oct,344,1,183,1,success,yes
38,management,married,tertiary,no,4174,no,no,cellular,23,oct,336,2,184,5,failure,yes
60,technician,married,secondary,no,10925,no,no,cellular,23,oct,270,3,185,1,success,yes
33,services,divorced,secondary,no,2411,yes,no,cellular,23,oct,130,1,161,1,failure,yes
73,retired,married,primary,no,796,no,no,cellular,23,oct,427,1,182,2,failure,yes
39,technician,married,secondary,no,0,yes,no,cellular,23,oct,622,1,184,1,success,no
57,management,married,primary,no,6900,no,no,cellular,23,oct,255,4,185,2,failure,yes
33,management,married,tertiary,no,5878,no,no,cellular,23,oct,438,1,430,2,failure,yes
35,technician,single,secondary,no,183,no,no,cellular,23,oct,281,1,52,4,failure,yes
59,retired,married,primary,no,3648,no,no,telephone,23,oct,257,2,126,3,success,yes
40,admin.,married,tertiary,no,1108,no,no,cellular,26,oct,61,2,76,3,failure,no
40,admin.,married,secondary,no,0,no,no,cellular,26,oct,87,2,200,2,failure,no
44,management,divorced,tertiary,no,36,no,no,cellular,26,oct,127,2,153,3,failure,no
59,retired,married,tertiary,no,1425,no,no,cellular,26,oct,151,2,77,3,failure,no
52,admin.,married,secondary,no,722,no,no,cellular,26,oct,99,2,185,3,failure,no
46,admin.,married,secondary,no,0,yes,no,cellular,26,oct,87,1,185,2,other,no
73,retired,married,primary,no,542,no,no,cellular,26,oct,355,1,180,5,failure,yes
55,admin.,married,secondary,no,865,yes,no,cellular,27,oct,96,1,111,3,failure,no
58,blue-collar,married,secondary,no,3027,yes,no,cellular,27,oct,120,1,186,1,success,no
46,management,single,tertiary,no,311,yes,yes,cellular,27,oct,96,1,158,1,failure,no
38,blue-collar,single,secondary,no,0,no,no,cellular,27,oct,297,1,75,3,failure,yes
30,management,single,tertiary,no,398,no,no,cellular,27,oct,102,1,180,3,success,yes
52,services,married,secondary,no,992,yes,no,cellular,27,oct,424,1,515,1,failure,yes
59,housemaid,married,secondary,no,0,no,no,telephone,27,oct,376,1,81,3,failure,no
56,management,married,secondary,no,0,no,no,cellular,27,oct,298,1,111,8,other,yes
71,technician,married,tertiary,no,383,no,no,cellular,27,oct,327,2,183,3,success,no
38,housemaid,divorced,secondary,no,70,no,no,cellular,27,oct,255,3,148,1,success,yes
69,retired,divorced,secondary,no,4572,no,no,telephone,27,oct,146,2,56,1,other,yes
34,admin.,single,tertiary,no,18,yes,yes,cellular,27,oct,114,1,180,1,success,no
60,housemaid,married,primary,no,182,no,no,cellular,27,oct,83,2,76,3,failure,no
29,technician,married,secondary,no,1599,yes,no,cellular,28,oct,95,1,112,2,failure,no
61,retired,married,secondary,no,89,no,no,cellular,28,oct,154,1,181,2,failure,no
27,management,single,tertiary,no,390,no,no,cellular,28,oct,190,1,82,1,success,no
30,admin.,single,secondary,no,914,yes,no,cellular,28,oct,524,3,272,1,failure,yes
57,housemaid,married,tertiary,no,2326,no,no,cellular,28,oct,207,1,194,1,success,yes
61,blue-collar,married,secondary,no,272,no,no,cellular,29,oct,318,1,269,1,failure,no
30,management,single,tertiary,no,697,no,no,cellular,29,oct,215,3,80,5,success,yes
32,unemployed,single,tertiary,no,685,yes,no,cellular,29,oct,262,1,204,1,other,no
66,retired,married,tertiary,no,1948,no,no,cellular,29,oct,106,2,269,2,failure,yes
50,technician,married,secondary,no,3654,no,no,cellular,29,oct,215,2,78,2,other,yes
53,technician,married,tertiary,no,395,no,no,cellular,29,oct,136,1,148,1,failure,yes
47,management,single,tertiary,no,159,no,no,telephone,29,oct,220,3,155,3,other,yes
80,retired,married,primary,no,997,no,no,cellular,29,oct,746,2,86,1,other,yes
61,management,married,tertiary,no,477,yes,no,cellular,29,oct,377,1,520,1,other,yes
34,technician,single,secondary,no,920,yes,no,cellular,29,oct,250,1,342,5,failure,no
47,management,married,tertiary,no,3663,no,no,cellular,29,oct,424,2,213,3,success,yes
62,blue-collar,married,primary,no,115,no,no,telephone,29,oct,157,4,183,3,failure,no
30,technician,single,secondary,no,853,no,no,cellular,29,oct,279,1,148,1,failure,yes
56,retired,married,primary,no,1947,no,no,cellular,30,oct,631,2,149,3,failure,no
37,management,married,tertiary,no,7974,yes,no,cellular,30,oct,176,5,158,7,other,no
